gene	canonical_length	longest_length
SPA17	152	152
SPACA1	295	295
SPACA3	216	216
SPACA4	125	125
SPACA5	160	160
SPACA5B	160	160
SPACA6	0	325
SPACA6P-AS	0	0
SPACA7	196	196
SPACA9	169	223
SPAG1	927	927
SPAG11A	109	109
SPAG11B	134	134
SPAG16	632	632
SPAG17	2224	2224
SPAG4	438	438
SPAG5	1194	1194
SPAG5-AS1	0	0
SPAG6	510	510
SPAG7	228	228
SPAG8	502	502
SPAG9	1322	1322
SPAM1	512	512
SPANXA1	98	98
SPANXA2	98	98
SPANXA2-OT1	0	0
SPANXB1	104	104
SPANXC	98	98
SPANXD	98	98
SPANXN1	73	73
SPANXN2	181	181
SPANXN3	142	142
SPANXN4	100	100
SPANXN5	73	73
SPARC	304	342
SPARCL1	665	665
SPAST	617	617
SPATA1	460	460
SPATA12	191	191
SPATA13	1278	1340
SPATA13-AS1	0	0
SPATA16	570	570
SPATA17	362	362
SPATA17-AS1	0	0
SPATA18	539	539
SPATA19	168	168
SPATA2	521	521
SPATA20	803	803
SPATA21	470	470
SPATA22	364	364
SPATA24	206	206
SPATA25	228	228
SPATA2L	425	425
SPATA3	193	193
SPATA31A1	1362	1362
SPATA31A3	1348	1348
SPATA31A5	1348	1348
SPATA31A6	1344	1344
SPATA31A7	1348	1348
SPATA31C1	1189	1189
SPATA31C2	1135	1135
SPATA31D1	1577	1577
SPATA31D3	918	918
SPATA31D4	918	918
SPATA31D5P	0	0
SPATA31E1	1446	1446
SPATA32	385	385
SPATA33	141	141
SPATA3-AS1	0	0
SPATA4	306	306
SPATA41	0	0
SPATA42	0	0
SPATA45	99	99
SPATA46	262	262
SPATA5	894	894
SPATA5L1	754	754
SPATA6	489	489
SPATA6L	335	335
SPATA7	600	600
SPATA8	106	106
SPATA8-AS1	0	0
SPATA9	255	255
SPATC1	592	592
SPATC1L	341	341
SPATS1	301	301
SPATS2	546	546
SPATS2L	559	589
SPC24	198	198
SPC25	225	225
SPCS1	170	170
SPCS2	227	227
SPCS3	181	181
SPDEF	336	336
SPDL1	606	623
SPDYA	314	314
SPDYC	294	294
SPDYE1	337	337
SPDYE2	403	403
SPDYE2B	403	403
SPDYE3	550	550
SPDYE4	238	238
SPDYE5	403	403
SPDYE6	403	403
SPDYE7P	0	0
SPDYE8P	0	0
SPECC1	1069	1069
SPECC1L	1118	1118
SPECC1L-ADORA2A	0	0
SPEF1	237	237
SPEF2	1823	1823
SPEG	3268	3268
SPEM1	310	310
SPEN	3665	3665
SPERT	449	449
SPESP1	351	351
SPG11	2444	2444
SPG20	667	667
SPG20-AS1	0	0
SPG21	309	309
SPG7	796	796
SPHAR	64	64
SPHK1	471	471
SPHK2	655	655
SPHKAP	1701	1701
SPI1	272	272
SPIB	263	263
SPIC	249	249
SPICE1	856	870
SPIDR	916	916
SPIN1	263	263
SPIN2A	259	259
SPIN2B	259	259
SPIN3	259	259
SPIN4	250	250
SPINK1	80	80
SPINK13	95	95
SPINK14	98	98
SPINK2	135	135
SPINK4	87	87
SPINK5	1095	1095
SPINK6	81	81
SPINK7	86	86
SPINK8	98	98
SPINK9	87	87
SPINT1	530	530
SPINT2	253	253
SPINT3	90	90
SPINT4	100	100
SPIRE1	757	757
SPIRE2	715	715
SPN	401	401
SPNS1	529	529
SPNS2	550	550
SPNS3	513	513
SPO11	397	397
SPOCD1	1217	1217
SPOCK1	440	440
SPOCK2	425	425
SPOCK3	437	437
SPON1	807	807
SPON2	332	332
SPOP	375	375
SPOPL	393	393
SPOUT1	377	377
SPP1	315	328
SPP2	212	212
SPPL2A	521	521
SPPL2B	592	592
SPPL2C	685	685
SPPL3	385	385
SPR	262	262
SPRED1	445	445
SPRED2	419	419
SPRED3	411	411
SPRN	152	152
SPRNP1	0	0
SPRR1A	90	90
SPRR1B	90	90
SPRR2A	73	73
SPRR2B	73	73
SPRR2C	0	0
SPRR2D	73	73
SPRR2E	73	73
SPRR2F	73	73
SPRR2G	74	74
SPRR3	170	170
SPRR4	80	80
SPRTN	490	490
SPRY1	320	320
SPRY2	316	316
SPRY3	289	289
SPRY4	323	323
SPRY4-IT1	0	0
SPRYD3	443	443
SPRYD4	208	208
SPRYD7	197	197
SPSB1	274	274
SPSB2	264	264
SPSB3	356	356
SPSB4	274	274
SPTA1	2420	2420
SPTAN1	2478	2478
SPTB	2329	2329
SPTBN1	2365	2365
SPTBN2	2391	2391
SPTBN4	2565	2565
SPTBN5	3675	3675
SPTLC1	474	514
SPTLC2	563	563
SPTLC3	553	553
SPTSSA	72	72
SPTSSB	77	77
SPTY2D1	686	686
SPTY2D1-AS1	0	0
SPX	117	117
SPZ1	431	431
SQLE	575	575
SQRDL	451	451
SQSTM1	441	441
SRA1	209	237
SRBD1	996	996
SRC	537	537
SRCAP	3231	3231
SRCIN1	1184	1184
SRD5A1	260	260
SRD5A1P1	0	0
SRD5A2	254	254
SRD5A3	319	319
SRD5A3-AS1	0	0
SREBF1	1178	1178
SREBF2	1142	1142
SREK1	625	625
SREK1IP1	156	156
SRF	509	509
SRFBP1	430	430
SRGAP1	1086	1086
SRGAP2	987	987
SRGAP2-AS1	0	0
SRGAP2C	319	319
SRGAP3	1100	1100
SRGAP3-AS2	0	0
SRGAP3-AS3	0	0
SRGN	159	159
SRI	199	199
SRL	474	474
SRM	303	303
SRMS	489	489
SRP14	137	137
SRP14-AS1	0	0
SRP19	102	145
SRP54	505	505
SRP68	628	628
SRP72	672	672
SRP9	87	87
SRPK1	656	656
SRPK2	700	700
SRPK3	568	568
SRPRA	639	639
SRPRB	272	272
SRPX	465	465
SRPX2	466	466
SRR	341	341
SRRD	340	340
SRRM1	905	917
SRRM2	2753	2753
SRRM2-AS1	0	0
SRRM3	653	674
SRRM4	612	612
SRRM5	716	716
SRRT	877	877
SRSF1	249	249
SRSF10	263	263
SRSF11	485	485
SRSF12	262	262
SRSF2	222	222
SRSF3	165	165
SRSF4	495	495
SRSF5	273	273
SRSF6	345	345
SRSF7	239	239
SRSF8	282	282
SRSF9	222	222
SRXN1	138	138
SRY	205	205
SS18	419	419
SS18L1	397	397
SS18L2	78	78
SSB	409	409
SSBP1	149	149
SSBP2	370	370
SSBP3	389	389
SSBP3-AS1	0	0
SSBP4	386	386
SSC4D	576	576
SSC5D	1574	1574
SSFA2	1257	1260
SSH1	1050	1050
SSH2	1424	1451
SSH3	660	660
SSMEM1	245	245
SSNA1	120	120
SSPN	244	244
SSPO	5151	5151
SSR1	287	287
SSR2	184	184
SSR3	186	199
SSR4	182	185
SSR4P1	0	0
SSRP1	710	710
SSSCA1	200	200
SSSCA1-AS1	0	0
SST	117	117
SSTR1	392	392
SSTR2	370	370
SSTR3	419	419
SSTR4	389	389
SSTR5	365	365
SSTR5-AS1	0	0
SSU72	195	195
SSUH2	376	376
SSX1	189	189
SSX2	224	224
SSX2B	224	224
SSX2IP	615	615
SSX3	189	189
SSX4	189	189
SSX4B	189	189
SSX5	230	230
SSX6	0	0
SSX7	189	189
SSX8	0	0
SSX9	0	0
ST13	370	370
ST13P4	0	0
ST14	856	856
ST18	1048	1048
ST20	80	80
ST20-AS1	0	0
ST20-MTHFS	180	180
ST3GAL1	341	341
ST3GAL2	351	351
ST3GAL3	391	445
ST3GAL4	334	334
ST3GAL4-AS1	0	0
ST3GAL5	419	419
ST3GAL5-AS1	0	0
ST3GAL6	385	385
ST3GAL6-AS1	0	0
ST5	1138	1138
ST6GAL1	407	407
ST6GAL2	530	530
ST6GALNAC1	601	601
ST6GALNAC2	375	375
ST6GALNAC3	306	306
ST6GALNAC4	303	303
ST6GALNAC5	337	337
ST6GALNAC6	334	375
ST7	586	586
ST7-AS1	0	0
ST7-AS2	0	0
ST7L	576	576
ST7-OT3	0	0
ST7-OT4	0	0
ST8SIA1	357	357
ST8SIA2	376	376
ST8SIA3	381	381
ST8SIA4	360	360
ST8SIA5	377	413
ST8SIA6	399	399
ST8SIA6-AS1	0	0
STAB1	2571	2571
STAB2	2552	2552
STAC	403	403
STAC2	412	412
STAC3	365	365
STAG1	1259	1259
STAG2	1269	1269
STAG3	1226	1227
STAG3L1	0	0
STAG3L2	0	0
STAG3L3	0	0
STAG3L4	0	0
STAG3L5P	0	0
STAG3L5P-PVRIG2P-PILRB	0	0
STAM	541	541
STAM2	526	526
STAM-AS1	0	0
STAMBP	425	425
STAMBPL1	437	437
STAP1	296	296
STAP2	450	450
STAR	286	286
STARD10	292	292
STARD13	1114	1114
STARD13-AS	0	0
STARD3	446	446
STARD3NL	235	235
STARD4	206	206
STARD4-AS1	0	0
STARD5	214	214
STARD6	221	221
STARD7	371	371
STARD7-AS1	0	0
STARD8	1104	1104
STARD9	4701	4701
STAT1	751	751
STAT2	852	852
STAT3	771	771
STAT4	749	749
STAT5A	795	795
STAT5B	788	788
STAT6	848	848
STATH	63	63
STAU1	578	584
STAU2	571	571
STAU2-AS1	0	0
STBD1	359	359
STC1	248	248
STC2	303	303
STEAP1	340	340
STEAP1B	343	343
STEAP2	491	491
STEAP2-AS1	0	0
STEAP3	489	499
STEAP3-AS1	0	0
STEAP4	460	460
STH	129	129
STIL	1289	1289
STIM1	792	792
STIM2	755	755
STIP1	544	591
STK10	969	969
STK11	434	434
STK11IP	1089	1089
STK16	306	306
STK17A	415	415
STK17B	373	373
STK19	369	369
STK24	432	444
STK25	427	427
STK26	417	417
STK3	492	520
STK31	1020	1020
STK32A	397	408
STK32B	415	415
STK32C	487	500
STK33	515	515
STK35	535	535
STK36	1316	1316
STK38	466	466
STK38L	465	465
STK39	546	546
STK4	488	488
STK40	436	441
STK4-AS1	0	0
STKLD1	681	681
STMN1	175	175
STMN2	188	188
STMN3	181	181
STMN4	217	217
STMND1	277	277
STN1	369	369
STOM	289	289
STOML1	399	399
STOML2	357	357
STOML3	292	292
STON1	736	736
STON1-GTF2A1L	1136	1183
STON2	921	921
STOX1	990	990
STOX2	927	927
STPG1	335	335
STPG2	460	460
STPG2-AS1	0	0
STPG3	387	387
STPG3-AS1	0	0
STRA6	707	707
STRA8	331	331
STRADA	432	432
STRADB	419	419
STRAP	351	351
STRBP	673	673
STRC	1776	1776
STRIP1	838	838
STRIP2	835	835
STRN	781	781
STRN3	798	798
STRN4	761	761
STS	584	591
STT3A	706	706
STT3A-AS1	0	0
STT3B	827	827
STUB1	304	304
STUM	142	142
STX10	250	250
STX11	288	288
STX12	277	277
STX16	326	326
STX16-NPEPL1	0	0
STX17	303	303
STX17-AS1	0	0
STX18	336	336
STX18-AS1	0	0
STX18-IT1	0	0
STX19	295	295
STX1A	289	289
STX1B	289	289
STX2	289	289
STX3	290	290
STX4	296	298
STX5	356	356
STX6	256	256
STX7	262	262
STX8	237	237
STXBP1	604	604
STXBP2	605	605
STXBP3	593	593
STXBP4	554	554
STXBP5	1116	1152
STXBP5-AS1	0	0
STXBP5L	1187	1187
STXBP6	211	211
STYK1	423	423
STYX	224	224
STYXL1	314	314
SUB1	128	128
SUCLA2	464	464
SUCLG1	347	347
SUCLG2	433	441
SUCLG2-AS1	0	0
SUCNR1	335	335
SUCO	1255	1406
SUDS3	329	329
SUFU	485	485
SUGCT	446	472
SUGP1	646	646
SUGP2	1083	1097
SUGT1	366	366
SUGT1P1	0	0
SUGT1P3	0	0
SULF1	872	872
SULF2	871	871
SULT1A1	296	296
SULT1A2	296	296
SULT1A3	296	296
SULT1A4	296	296
SULT1B1	297	297
SULT1C2	308	308
SULT1C2P1	0	0
SULT1C3	305	305
SULT1C4	303	303
SULT1E1	295	295
SULT2A1	286	286
SULT2B1	366	366
SULT4A1	285	285
SULT6B1	266	266
SUMF1	375	375
SUMF2	359	359
SUMO1	102	102
SUMO1P1	0	0
SUMO1P3	0	0
SUMO2	96	96
SUMO3	104	142
SUMO4	96	96
SUN1	786	786
SUN2	739	739
SUN3	358	358
SUN5	380	380
SUOX	546	546
SUPT16H	1048	1048
SUPT20H	780	812
SUPT20HL1	888	888
SUPT20HL2	818	818
SUPT3H	318	329
SUPT4H1	118	118
SUPT5H	1088	1088
SUPT6H	1727	1727
SUPT7L	415	415
SUPV3L1	787	787
SURF1	301	301
SURF2	257	257
SURF4	270	270
SURF6	362	362
SUSD1	748	758
SUSD2	823	823
SUSD3	256	256
SUSD4	491	491
SUSD5	630	630
SUSD6	304	304
SUV39H1	413	424
SUV39H2	411	411
SUZ12	740	740
SUZ12P1	0	0
SV2A	743	743
SV2B	684	684
SV2C	728	728
SVBP	67	67
SVEP1	3572	3572
SVIL	2215	2215
SVIL-AS1	0	0
SVILP1	0	0
SVIP	78	80
SVOP	514	514
SVOPL	493	493
SWAP70	586	586
SWI5	236	236
SWSAP1	230	230
SWT1	901	901
SYAP1	353	353
SYBU	664	664
SYCE1	319	319
SYCE1L	243	243
SYCE2	219	219
SYCE3	89	89
SYCN	135	135
SYCP1	977	977
SYCP2	1531	1531
SYCP2L	813	813
SYCP3	237	237
SYDE1	736	736
SYDE2	1195	1195
SYF2	244	244
SYK	636	636
SYMPK	1275	1275
SYN1	706	706
SYN2	583	583
SYN3	581	581
SYNC	483	483
SYNCRIP	624	624
SYNDIG1	259	259
SYNDIG1L	239	239
SYNE1	8798	8798
SYNE1-AS1	0	0
SYNE2	6908	6908
SYNE3	976	976
SYNE4	405	405
SYNGAP1	1344	1344
SYNGR1	234	234
SYNGR2	225	225
SYNGR3	230	230
SYNGR4	235	235
SYNJ1	1613	1613
SYNJ2	1497	1497
SYNJ2BP	146	146
SYNJ2BP-COX16	192	192
SYNJ2-IT1	0	0
SYNM	1565	1565
SYNPO	930	930
SYNPO2	1262	1262
SYNPO2L	978	978
SYNPR	286	286
SYNPR-AS1	0	0
SYNRG	1237	1315
SYP	314	314
SYP-AS1	0	0
SYPL1	260	260
SYPL2	273	273
SYS1	157	157
SYS1-DBNDD2	0	0
SYT1	423	423
SYT10	524	524
SYT11	432	432
SYT12	422	422
SYT13	427	427
SYT14	620	620
SYT14P1	0	0
SYT15	422	422
SYT16	646	646
SYT17	475	475
SYT2	420	420
SYT3	591	591
SYT4	426	426
SYT5	387	387
SYT6	426	426
SYT7	479	479
SYT8	402	403
SYT9	492	492
SYTL1	563	563
SYTL2	911	936
SYTL3	611	611
SYTL4	672	672
SYTL5	753	753
SYVN1	618	618
SZRD1	153	153
SZT2	3376	3376
T	436	436
TAAR1	340	340
TAAR2	352	352
TAAR3	0	0
TAAR5	338	338
TAAR6	346	346
TAAR8	343	343
TAAR9	349	349
TAB1	505	505
TAB2	694	694
TAB3	713	713
TAB3-AS1	0	0
TAC1	130	130
TAC3	122	122
TAC4	108	114
TACC1	806	806
TACC2	2949	2949
TACC3	839	839
TACO1	298	298
TACR1	408	408
TACR2	399	399
TACR3	466	466
TACSTD2	324	324
TADA1	336	336
TADA2A	444	444
TADA2B	421	421
TADA3	433	433
TAF1	1894	1896
TAF10	219	219
TAF11	212	212
TAF12	162	162
TAF13	125	125
TAF15	593	593
TAF1A	451	451
TAF1A-AS1	0	0
TAF1B	589	589
TAF1C	844	870
TAF1D	279	279
TAF1L	1827	1827
TAF2	1200	1200
TAF3	930	930
TAF4	1086	1086
TAF4B	863	868
TAF5	801	801
TAF5L	590	590
TAF6	715	715
TAF6L	623	623
TAF7	350	350
TAF7L	463	463
TAF8	311	311
TAF9	265	265
TAF9B	252	252
TAGAP	732	732
TAGLN	202	202
TAGLN2	200	221
TAGLN3	200	200
TAL1	332	332
TAL2	109	109
TALAM1	0	0
TALDO1	338	338
TAMM41	317	338
TANC1	1862	1862
TANC2	1991	1991
TANGO2	277	370
TANGO6	1095	1095
TANK	426	426
TAOK1	1002	1002
TAOK2	1236	1236
TAOK3	899	908
TAP1	809	809
TAP2	704	704
TAPBP	505	505
TAPBPL	469	469
TAPT1	568	568
TAPT1-AS1	0	0
TARBP1	1622	1622
TARBP2	346	367
TARDBP	415	415
TARID	0	0
TARM1	272	280
TARP	112	112
TARS	757	757
TARS2	719	719
TARSL2	803	803
TAS1R1	842	842
TAS1R2	840	840
TAS1R3	853	853
TAS2R1	300	300
TAS2R10	308	308
TAS2R13	304	304
TAS2R14	318	318
TAS2R16	292	292
TAS2R19	300	300
TAS2R20	310	310
TAS2R3	317	317
TAS2R30	320	320
TAS2R31	310	310
TAS2R38	334	334
TAS2R39	339	339
TAS2R4	300	300
TAS2R40	324	324
TAS2R41	308	308
TAS2R42	315	315
TAS2R43	310	310
TAS2R46	310	310
TAS2R5	300	300
TAS2R50	300	300
TAS2R60	319	319
TAS2R7	319	319
TAS2R8	310	310
TAS2R9	313	313
TASP1	421	421
TAT	455	455
TAT-AS1	0	0
TATDN1	298	334
TATDN2	762	762
TATDN3	275	282
TAX1BP1	790	790
TAX1BP3	125	125
TAZ	293	297
TBATA	352	353
TBC1D1	1169	1169
TBC1D10A	516	516
TBC1D10B	809	809
TBC1D10C	447	447
TBC1D12	776	776
TBC1D13	401	401
TBC1D14	694	694
TBC1D15	692	692
TBC1D16	768	768
TBC1D17	649	649
TBC1D19	527	527
TBC1D2	929	929
TBC1D20	404	404
TBC1D21	337	337
TBC1D22A	518	518
TBC1D22A-AS1	0	0
TBC1D22B	506	506
TBC1D23	700	700
TBC1D24	560	560
TBC1D25	689	689
TBC1D26	251	251
TBC1D28	211	211
TBC1D29	151	151
TBC1D2B	964	964
TBC1D3	550	550
TBC1D30	762	762
TBC1D31	1067	1067
TBC1D32	1258	1258
TBC1D3B	550	550
TBC1D3C	550	550
TBC1D3G	550	550
TBC1D3H	550	550
TBC1D3L	550	550
TBC1D3P1-DHX40P1	0	0
TBC1D3P2	0	0
TBC1D3P5	0	0
TBC1D4	1299	1299
TBC1D5	818	818
TBC1D7	294	294
TBC1D7-LOC100130357	294	294
TBC1D8	1141	1156
TBC1D8-AS1	0	0
TBC1D8B	1121	1121
TBC1D9	1267	1267
TBC1D9B	1251	1251
TBCA	109	130
TBCB	245	245
TBCC	347	347
TBCCD1	558	558
TBCD	1193	1193
TBCE	528	579
TBCEL	425	425
TBCK	894	894
TBK1	730	730
TBKBP1	616	616
TBL1X	578	578
TBL1XR1	515	515
TBL1Y	523	523
TBL2	448	448
TBL3	809	809
TBP	340	340
TBPL1	187	187
TBPL2	376	376
TBR1	683	683
TBRG1	412	412
TBRG4	643	643
TBX1	496	496
TBX10	386	386
TBX15	497	603
TBX18	608	608
TBX18-AS1	0	0
TBX19	449	449
TBX2	713	713
TBX20	448	448
TBX21	536	536
TBX22	521	521
TBX2-AS1	0	0
TBX3	744	744
TBX4	546	547
TBX5	519	519
TBX5-AS1	0	0
TBX6	437	437
TBXA2R	408	408
TBXAS1	581	581
TC2N	491	491
TCAF1	922	922
TCAF2	846	846
TCAF2P1	0	0
TCAIM	497	497
TCAM1P	0	0
TCAP	168	168
TCEA1	302	302
TCEA2	300	300
TCEA3	349	349
TCEAL1	160	160
TCEAL2	228	228
TCEAL3	201	201
TCEAL4	216	359
TCEAL5	207	207
TCEAL6	184	184
TCEAL7	101	101
TCEAL8	118	118
TCEAL9	105	105
TCEANC	382	382
TCEANC2	209	209
TCEB3C	547	547
TCERG1	1099	1099
TCERG1L	587	587
TCERG1L-AS1	0	0
TCF12	707	707
TCF15	200	200
TCF19	346	346
TCF20	1961	1961
TCF21	180	180
TCF23	215	215
TCF24	168	168
TCF25	677	677
TCF3	652	655
TCF4	774	774
TCF4-AS1	0	0
TCF7	385	416
TCF7L1	589	589
TCF7L2	603	603
TCFL5	501	501
TCHH	1944	1944
TCHHL1	905	905
TCHP	499	499
TCIRG1	831	831
TCL1A	115	115
TCL1B	129	129
TCL6	0	0
TCN1	434	434
TCN2	428	428
TCOF1	1489	1489
TCP1	557	557
TCP10	327	327
TCP10L	216	216
TCP10L2	354	354
TCP11	517	517
TCP11L1	510	510
TCP11L2	520	520
TCP11X2	408	408
TCTA	104	104
TCTE1	502	502
TCTE3	199	199
TCTEX1D1	180	180
TCTEX1D2	143	143
TCTEX1D4	222	222
TCTN1	593	593
TCTN2	698	698
TCTN3	608	608
TDG	411	411
TDGF1	173	189
TDGF1P3	0	0
TDH	0	0
TDO2	407	407
TDP1	609	609
TDP2	363	363
TDRD1	1190	1190
TDRD10	367	367
TDRD12	396	396
TDRD15	1935	1935
TDRD3	745	745
TDRD5	1036	1036
TDRD6	2097	2097
TDRD7	1099	1099
TDRD9	1383	1383
TDRG1	0	0
TDRKH	562	562
TDRP	199	199
TEAD1	427	427
TEAD2	452	452
TEAD3	436	436
TEAD4	306	435
TEC	632	632
TECPR1	1166	1166
TECPR2	1412	1412
TECR	309	324
TECRL	364	364
TECTA	2156	2156
TECTB	330	330
TEDDM1	274	274
TEF	304	304
TEFM	361	361
TEK	1125	1125
TEKT1	419	419
TEKT2	431	431
TEKT3	491	491
TEKT4	436	436
TEKT4P2	0	0
TEKT5	486	486
TELO2	838	838
TEN1	124	124
TEN1-CDK3	0	0
TENM1	2733	2733
TENM2	2766	2766
TENM3	2700	2700
TENM4	2770	2770
TEP1	2628	2628
TEPP	299	299
TEPSIN	526	526
TERB1	728	728
TERB2	221	221
TERC	0	0
TERF1	440	440
TERF2	543	543
TERF2IP	400	400
TERT	1133	1133
TES	422	422
TESC	215	215
TESC-AS1	0	0
TESK1	627	627
TESK2	572	572
TESMIN	509	509
TESPA1	522	522
TET1	2137	2137
TET2	2003	2003
TET2-AS1	0	0
TET3	1796	1796
TEX10	930	930
TEX101	250	268
TEX11	941	941
TEX12	124	124
TEX13A	410	410
TEX13B	313	313
TEX13C	994	994
TEX14	1498	1498
TEX15	2790	2790
TEX19	165	165
TEX2	1135	1135
TEX21P	0	0
TEX22	151	151
TEX26	290	290
TEX261	197	197
TEX264	314	314
TEX26-AS1	0	0
TEX29	152	175
TEX30	228	228
TEX33	281	281
TEX35	234	234
TEX36	187	187
TEX36-AS1	0	0
TEX37	181	181
TEX38	207	207
TEX40	201	201
TEX41	0	0
TEX43	135	135
TEX44	396	396
TEX9	392	392
TF	699	699
TFAM	247	247
TFAMP1	0	0
TFAP2A	438	438
TFAP2A-AS1	0	0
TFAP2B	461	461
TFAP2C	451	451
TFAP2D	453	453
TFAP2E	443	443
TFAP4	339	339
TFB1M	347	347
TFB2M	397	397
TFCP2	503	503
TFCP2L1	480	480
TFDP1	411	411
TFDP2	447	447
TFDP3	406	406
TFE3	576	576
TFEB	491	491
TFEC	348	348
TFF1	85	85
TFF2	130	130
TFF3	95	95
TFG	401	401
TFIP11	838	838
TFPI	305	305
TFPI2	236	236
TFPT	254	254
TFR2	802	802
TFRC	761	761
TG	2769	2769
TGDS	351	351
TGFA	161	167
TGFA-IT1	0	0
TGFB1	391	391
TGFB1I1	462	462
TGFB2	443	443
TGFB2-AS1	0	0
TGFB2-OT1	0	0
TGFB3	413	413
TGFBI	684	684
TGFBR1	504	508
TGFBR2	593	593
TGFBR3	852	852
TGFBR3L	317	317
TGFBRAP1	861	861
TGIF1	402	402
TGIF2	238	238
TGIF2-C20orf24	156	156
TGIF2LX	242	242
TGIF2LY	186	186
TGM1	818	818
TGM2	688	688
TGM3	694	694
TGM4	685	685
TGM5	721	721
TGM6	707	707
TGM7	711	711
TGOLN2	481	481
TGS1	854	854
TH	529	529
TH2LCRR	0	0
THADA	1954	1954
THAP1	214	214
THAP10	258	258
THAP11	315	315
THAP12	762	762
THAP2	229	229
THAP3	239	240
THAP4	578	578
THAP5	396	396
THAP6	223	223
THAP7	310	310
THAP7-AS1	0	0
THAP8	275	275
THAP9	904	904
THAP9-AS1	0	0
THBD	576	576
THBS1	1171	1171
THBS2	1173	1173
THBS3	957	957
THBS4	962	962
THCAT155	0	0
THCAT158	0	0
THEG	380	380
THEG5	149	149
THEGL	466	466
THEM4	241	241
THEM5	248	248
THEM6	209	209
THEMIS	681	681
THEMIS2	644	644
THG1L	299	299
THNSL1	744	744
THNSL2	485	485
THOC1	658	658
THOC2	1594	1594
THOC3	352	352
THOC5	684	684
THOC6	342	342
THOC7	205	205
THOC7-AS1	0	0
THOP1	690	690
THPO	354	494
THRA	491	491
THRA1/BTR	0	0
THRAP3	956	956
THRB	462	462
THRB-AS1	0	0
THRIL	0	0
THRSP	147	147
THSD1	853	853
THSD4	1019	1019
THSD4-AS1	0	0
THSD4-AS2	0	0
THSD7A	1658	1658
THSD7B	1607	1607
THTPA	231	231
THUMPD1	354	354
THUMPD2	504	504
THUMPD3	508	508
THUMPD3-AS1	0	0
THY1	162	162
THYN1	226	226
TIA1	387	387
TIAF1	116	116
TIAL1	393	393
TIAM1	1592	1592
TIAM2	1702	1702
TICAM1	713	713
TICAM2	236	236
TICRR	1911	1911
TIE1	1139	1139
TIFA	185	185
TIFAB	162	162
TIGAR	271	271
TIGD1	592	592
TIGD2	526	526
TIGD3	472	472
TIGD4	513	513
TIGD5	643	643
TIGD6	522	522
TIGD7	550	550
TIGIT	245	245
TIMD4	379	379
TIMELESS	1209	1209
TIMM10	91	91
TIMM10B	104	104
TIMM13	96	96
TIMM17A	172	172
TIMM17B	223	223
TIMM21	249	249
TIMM22	195	195
TIMM23	210	210
TIMM23B	0	189
TIMM29	261	261
TIMM44	453	453
TIMM50	457	457
TIMM8A	98	98
TIMM8B	99	99
TIMM9	90	90
TIMMDC1	286	286
TIMP1	208	208
TIMP2	221	221
TIMP3	212	212
TIMP4	225	225
TINAG	477	477
TINAGL1	468	468
TINCR	0	0
TINF2	452	452
TIPARP	658	658
TIPARP-AS1	0	0
TIPIN	302	302
TIPRL	273	273
TIRAP	236	236
TISP43	0	0
TJAP1	548	558
TJP1	1749	1836
TJP2	1222	1222
TJP3	929	929
TK1	235	235
TK2	266	266
TKFC	576	576
TKT	632	632
TKTL1	597	597
TKTL2	627	627
TLCD1	248	248
TLCD2	265	265
TLDC1	457	457
TLDC2	216	216
TLE1	771	781
TLE2	744	745
TLE3	773	773
TLE4	774	806
TLE6	573	573
TLK1	719	767
TLK2	751	773
TLL1	1014	1014
TLL2	1016	1016
TLN1	2542	2542
TLN2	2543	2543
TLR1	787	787
TLR10	812	812
TLR2	785	785
TLR3	905	905
TLR4	840	840
TLR5	859	859
TLR6	797	797
TLR7	1050	1050
TLR8	1042	1060
TLR8-AS1	0	0
TLR9	1033	1033
TLX1	331	331
TLX1NB	0	0
TLX2	285	285
TLX3	292	292
TM2D1	208	208
TM2D2	215	215
TM2D3	248	248
TM4SF1	203	203
TM4SF18	202	202
TM4SF19	243	243
TM4SF19-AS1	0	0
TM4SF19-TCTEX1D2	0	0
TM4SF1-AS1	0	0
TM4SF20	230	230
TM4SF4	203	203
TM4SF5	198	198
TM6SF1	371	371
TM6SF2	378	378
TM7SF2	419	419
TM7SF3	571	571
TM9SF1	607	607
TM9SF2	664	664
TM9SF3	590	590
TM9SF4	643	643
TMA16	204	204
TMA7	65	65
TMBIM1	312	312
TMBIM4	239	286
TMBIM6	296	296
TMC1	761	761
TMC2	907	907
TMC3	1101	1101
TMC3-AS1	0	0
TMC4	713	713
TMC5	1007	1007
TMC6	806	806
TMC7	724	759
TMC8	727	727
TMCC1	654	654
TMCC1-AS1	0	0
TMCC2	710	710
TMCC3	478	478
TMCO1	240	240
TMCO2	183	183
TMCO3	678	678
TMCO4	635	635
TMCO5A	289	289
TMCO5B	0	0
TMCO6	494	500
TMED1	228	228
TMED10	220	220
TMED10P1	0	0
TMED11P	0	0
TMED2	202	209
TMED3	218	218
TMED4	228	228
TMED5	230	230
TMED6	241	241
TMED7	225	225
TMED7-TICAM2	405	405
TMED8	326	331
TMED9	236	236
TMEFF1	381	381
TMEFF2	375	375
TMEM100	135	135
TMEM101	258	258
TMEM102	509	509
TMEM104	497	497
TMEM105	130	130
TMEM106A	263	263
TMEM106B	275	275
TMEM106C	251	251
TMEM107	147	147
TMEM108	576	576
TMEM108-AS1	0	0
TMEM109	244	244
TMEM11	193	193
TMEM110	295	295
TMEM110-MUSTN1	373	373
